Platform,Customer Name,Customerid Id,Total Amount,Amount After Margin,amountReceived,monthname
GCP,Matex Net Private Limited,6015,252735.84,252735.84,252735,October 2023
GCP,Heritage Foods Limited,6100,3.97,3.97,3,October 2023
GCP,Zeliot Connected Services Private Limited,6180,1258.33,1258.33,1220,October 2023
GCP,FEG India Solutions Private Limited,6261,387606.54,387606.54,387606,October 2023
GCP,THG Publishing Pvt Ltd,6268,455123.42,455123.42,455123,October 2023
GCP,Arunesh Dutta,6284,166.74,166.74,166,October 2023
GCP,"Poorvika Mobiles Private Limited,",6465,873034.53,873034.53,873034,October 2023
GCP,iInterchange Systems Pvt. Ltd,6466,35993.75,35993.75,35993,October 2023
GCP,Gaboli Online Services Pvt Ltd,6627,51870.7,51870.7,51870,October 2023
GCP,42Gears Mobility Systems Private Limited,6628,311221.4,311221.4,3985744,October 2023
GCP,Node Technologies India Private Limited,6647,16.63,16.63,16,October 2023
GCP,Atria Brindavan power Private Limited,6648,59321.11,59321.11,59321,October 2023
GCP,CaratLane Trading Private LImited,6658,12515.66,12515.66,12515,October 2023
GCP,US Technology Intl Pvt Ltd,6659,638803.39,638803.39,639515,October 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,17367.94,17367.94,17367,October 2023
GCP,BridgeLabz Solutions Private Limited,6698,53421.94,53421.94,53421,October 2023
GCP,GABA PROJECTS PRIVATE LIMITED,6728,20440.01,20440.01,20440,October 2023
GCP,"D&R Business Solutions Private Limited,",6754,5641.33,5641.33,5641,October 2023
GCP,Barbeque Nation Hospitality Limited,6759,1197.68,1197.68,1197,October 2023
GCP,DTDC Express Private Limited,6826,4542731.41,4542731.41,4674469,October 2023
GCP,G.M. Fabrics Private Limited,6868,82157.45,82157.45,79677,October 2023
GCP,Techmash Solutions Private Limited,6873,22666.5,22666.5,94972,October 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,4205.61,4205.61,4205,October 2023
GCP,Mediacred Private Limited,6890,758.16,758.16,758,October 2023
GCP,Sublime,6902,111869.67,111869.67,111869,October 2023
GCP,Trichy Drop Taxi,6923,1924.67,1924.67,160286,October 2023
GCP,OSAAT Educational Charitable Trust (India),6925,8695.01,8695.01,8695,October 2023
GCP,Autonom8 Private Limited,6979,4188143.56,4188143.56,2093509,October 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,81215.26,81215.26,1262314,October 2023
GCP,Fluidi5 Technologies Pvt Ltd,7029,88728.44,88728.44,88728,October 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,46829.3,46829.3,46829,October 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,79715.98,79715.98,79715,October 2023
GCP,Technofirm Solutions LLP,7124,326097.64,326097.64,154712,October 2023
GCP,AasaanJobs Private Limited,7138,984581.79,984581.79,935349,October 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,157218.38,157218.38,157218,October 2023
GCP,Inde pay Networks Private Limited,7216,6292.0,6292.0,6292,October 2023
GCP,Vivoiz Healthtech Private Limited,7236,147721.14,147721.14,147721,October 2023
GCP,Mycelium Technologies Private Limited,7250,1058232.1,1058232.1,1058232,October 2023
GCP,TechTree IT Systems Pvt Ltd,7276,2739.1,2739.1,2739,October 2023
GCP,Avyay Solutions India Private Limited,7331,154201.0,154201.0,154201,October 2023
GCP,Datametica Solutions Private Limited,7362,4846512.93,4846512.93,4846512,October 2023
GCP,Scholiverse Educare Private Limited,7372,798.97,798.97,798,October 2023
GCP,Stanplus Technologies Pvt Ltd,7377,1655788.02,1655788.02,1655788,October 2023
GCP,PILOG India Private Limited,7431,24.19,24.19,24,October 2023
GCP,Sigtuple Technologies Private Limited,7528,476995.11,476995.11,476994,October 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,6784.48,6784.48,6784,October 2023
GCP,National Institute of Urban Management,7556,339.12,339.12,339,October 2023
GCP,Greyamp Consulting,7586,84421.78,84421.78,84421,October 2023
GCP,FarziEngineer,7621,335271.34,335271.34,335271,October 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,721207.44,721207.44,685145,October 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,2485.22,2485.22,206935,October 2023
GCP,Siyaram Silk Mills Ltd (Garment Division),7665,11803.89,11803.89,11803,October 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,21851.51,21851.51,21851,October 2023
GCP,Better World Technology Pvt Ltd,7685,209642.08,209642.08,103641,October 2023
GCP,Evergreen Community Private Limited,7711,11097.59,11097.59,11097,October 2023
GCP,Dataogram Digital Solutions Private Limited,7782,970.1,970.1,970,October 2023
GCP,Block Armour Private Limited,8022,18459.97,18459.97,18459,October 2023
GCP,Savaari Car Rentals Private Limited,8032,753565.19,753565.19,753565,October 2023
GCP,LDS INFOTECH PVT LTD,8069,20334.59,20334.59,19317,October 2023
GCP,Jalongi Retail Private Limited,8140,21020.25,21020.25,21020,October 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,102007.04,102007.04,50790,October 2023
GCP,Church Street ESolutions Private Limited,8326,28.83,28.83,28,October 2023
GCP,Raychem Rpg Private Limited,8332,4263.28,4263.28,4262,October 2023
GCP,Clubdiaries Technologies Private Limited,8372,12081.22,12081.22,12081,October 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5449.36,5449.36,5449,October 2023
GCP,Poncho Hospitality Pvt. Ltd.,8496,589540.19,589540.19,577749,October 2023
GCP,Treis Solutions LLP,8504,418225.54,418225.54,418225,October 2023
GCP,Staart Buildtech Private Limited,8522,7882.25,7882.25,7882,October 2023
GCP,Hash Connect Integrated Services Private Limited,8523,13.86,13.86,13,October 2023
GCP,Atomberg Technologies Private Limited,8547,16666.62,16666.62,16666,October 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,148992.54,148992.54,148992,October 2023
GCP,Nava Limited,8574,809.24,809.24,809,October 2023
GCP,Odwen Technologies Private Limited,8575,57209.04,57209.04,57209,October 2023
GCP,QuaQua Experiences Private Limited,8616,89732.49,89732.49,89732,October 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,294035.33,294035.33,294035,October 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,2007041.97,2007041.97,1906689,October 2023
GCP,FARMAKO HEALTHCARE PRIVATE LIMITED,8719,7407.47,7407.47,7407,October 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,29898.86,29898.86,29898,October 2023
GCP,Geny Medium Labs Private Limited.,8756,5130.92,5130.92,5130,October 2023
GCP,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LIMITED,8762,2372.82,2372.82,2372,October 2023
GCP,CleanMax Enviro Energy Solutions Pvt Ltd,8923,20633.71,20633.71,20633,October 2023
GCP,MODAK ANALYTICS LLP,8985,309750.31,309750.31,309750,October 2023
GCP,AquaExchange Agritech private Limited,9003,171349.23,171349.23,171348,October 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,392583.1,392583.1,392583,October 2023
GCP,Aquaconnect,9019,6517.4,6517.4,6516,October 2023
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,270939.92,270939.92,270939,October 2023
GCP,Sail Boat Technologies Private Limited (Zapro),9108,1137.56,1137.56,1137,October 2023
GCP,EasyCloud Software Solutions,9138,13809.7,13809.7,13809,October 2023
GCP,EQL Financial Technologies Private Limited,9319,12322.96,12322.96,12322,October 2023
GCP,Rimjhim Ispat Limited,9321,6248.25,6248.25,6248,October 2023
GCP,Datamatics Robotics Software Limited,9325,299.99,299.99,299,October 2023
GCP,RAINMAN CONSULTING PRIVATE LIMITED,9384,7150.06,7150.06,7150,October 2023
GCP,XAVICA SOFTWARE SOLUTIONS PRIVATE LIMITED.,9394,252.95,252.95,252,October 2023
GCP,Purple Talk India Private Limited,9,13307.48,13307.48,153632,September 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,1678.98,1678.98,839,September 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,91776.98,91776.98,48168,September 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,95492.48,95492.48,47746,September 2023
GCP,Navjyoti Commodity Management Services Limited,652,26135.36,26135.36,16867,September 2023
GCP,Sequel Logistics Private Limited,869,649.28,649.28,54052,September 2023
GCP,Xobin Technologies Private Limited,933,212948.58,212948.58,106474,September 2023
GCP,FNP E Retail Private Limited,963,33.9900000019,33.9900000019,2867,September 2023
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,339560.48,339560.48,169780,September 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,203666.6,203666.6,101833,September 2023
GCP,Moonfrog Labs private Limited,2266,299171.5,299171.5,149585,September 2023
GCP,Rotomaker India Private Limited,2325,9968.36,9968.36,4984,September 2023
GCP,VST INDUSTRIES LIMITED,2453,310382.14,310382.14,155191,September 2023
GCP,Regalix India Pvt Ltd,2560,7617.72,7617.72,3808,September 2023
GCP,INFOLOGY,2863,41368.119999999995,41368.119999999995,20683,September 2023
GCP,Prestige Estates Projects Limited,3094,1699926.36,1699926.36,251357,September 2023
GCP,Fernandez Hospital Educational and Research Foundation,3165,140.98,140.98,70,September 2023
GCP,iDisha info Labs Private Limited,3237,2057.58,2057.58,171293,September 2023
GCP,Medvarsity Online limited,3638,1992346.26,1992346.26,996173,September 2023
GCP,ALO AGRITECH Private Limited,3648,7613.64,7613.64,3806,September 2023
GCP,AutoRABIT Software Pvt Ltd,3749,891.46,891.46,445,September 2023
GCP,QBurst Technologies Pvt Ltd,3891,13567.64,13567.64,6783,September 2023
GCP,TACTIVE SOFTWARE SYSTEMS PRIVATE LIMITED,4937,20941.64,20941.64,10470,September 2023
GCP,Krypt India Private Limited,5402,1789162.82,1789162.82,894581,September 2023
GCP,Matex Net Private Limited,6015,621904.66,621904.66,310952,September 2023
GCP,Zeliot Connected Services Private Limited,6180,2506.82,2506.82,1215,September 2023
GCP,FEG India Solutions Private Limited,6261,410282.24,410282.24,205141,September 2023
GCP,DRA aadithya south city projects private limited,6266,2753.48,2753.48,1376,September 2023
GCP,THG Publishing Pvt Ltd,6268,364006.06,364006.06,182003,September 2023
GCP,Arunesh Dutta,6284,217.26,217.26,108,September 2023
GCP,"Poorvika Mobiles Private Limited,",6465,1715985.52,1715985.52,857992,September 2023
GCP,iInterchange Systems Pvt. Ltd,6466,129386.74,129386.74,64693,September 2023
GCP,Gaboli Online Services Pvt Ltd,6627,84697.78,84697.78,42348,September 2023
GCP,42Gears Mobility Systems Private Limited,6628,517893.7,517893.7,3725218,September 2023
GCP,Shopazon,6629,1.62,1.62,0,September 2023
GCP,Node Technologies India Private Limited,6647,33.1,33.1,16,September 2023
GCP,Atria Brindavan power Private Limited,6648,114101.42,114101.42,57050,September 2023
GCP,CaratLane Trading Private LImited,6658,241144.14,241144.14,120572,September 2023
GCP,US Technology Intl Pvt Ltd,6659,1166290.53,1166290.53,584511,September 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,33634.96,33634.96,16817,September 2023
GCP,BridgeLabz Solutions Private Limited,6698,116993.06,116993.06,58496,September 2023
GCP,GABA PROJECTS PRIVATE LIMITED,6728,39403.34,39403.34,19701,September 2023
GCP,"D&R Business Solutions Private Limited,",6754,10979.94,10979.94,5489,September 2023
GCP,Barbeque Nation Hospitality Limited,6759,2301.32,2301.32,1150,September 2023
GCP,DTDC Express Private Limited,6826,8047492.66,8047492.66,4140434,September 2023
GCP,G.M. Fabrics Private Limited,6868,160414.53999999998,160414.53999999998,78649,September 2023
GCP,Techmash Solutions Private Limited,6873,64951.42,64951.42,78968,September 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,2482.72,2482.72,1241,September 2023
GCP,Mediacred Private Limited,6890,3252.36,3252.36,1626,September 2023
GCP,Happy Food Technologies,6892,211.98,211.98,17646,September 2023
GCP,Sublime,6902,216348.66,216348.66,108174,September 2023
GCP,Trichy Drop Taxi,6923,1571.71,1571.71,130844,September 2023
GCP,OSAAT Educational Charitable Trust (India),6925,19384.4,19384.4,9692,September 2023
GCP,Autonom8 Private Limited,6979,7860026.4399999995,7860026.4399999995,1964722,September 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,154609.24,154609.24,1370701,September 2023
GCP,Fluidi5 Technologies Pvt Ltd,7029,89095.9,89095.9,44547,September 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,91929.24,91929.24,45964,September 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,151299.76,151299.76,75649,September 2023
GCP,Technofirm Solutions LLP,7124,639665.92,639665.92,151834,September 2023
GCP,AasaanJobs Private Limited,7138,2063550.36,2063550.36,980183,September 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,299022.78,299022.78,149511,September 2023
GCP,Inde pay Networks Private Limited,7216,12450.56,12450.56,6225,September 2023
GCP,Vivoiz Healthtech Private Limited,7236,334926.0,334926.0,167463,September 2023
GCP,TechTree IT Systems Pvt Ltd,7276,5549.64,5549.64,2774,September 2023
GCP,Avyay Solutions India Private Limited,7331,297539.5,297539.5,148769,September 2023
GCP,Datametica Solutions Private Limited,7362,2349189.08,2349189.08,1174594,September 2023
GCP,Scholiverse Educare Private Limited,7372,1745.42,1745.42,872,September 2023
GCP,Stanplus Technologies Pvt Ltd,7377,3231542.24,3231542.24,1615771,September 2023
GCP,Sigtuple Technologies Private Limited,7528,924816.84,924816.84,462408,September 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,13459.56,13459.56,6729,September 2023
GCP,National Institute of Urban Management,7556,642.16,642.16,321,September 2023
GCP,Greyamp Consulting,7586,162263.96,162263.96,81131,September 2023
GCP,FarziEngineer,7621,639678.18,639678.18,319839,September 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,1499000.34,1499000.34,712023,September 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,2325.72,2325.72,193577,September 2023
GCP,Siyaram Silk Mills Ltd (Garment Division),7665,4551.16,4551.16,2275,September 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,41777.2,41777.2,20888,September 2023
GCP,Better World Technology Pvt Ltd,7685,342510.01999999996,342510.01999999996,85126,September 2023
GCP,Evergreen Community Private Limited,7711,51871.74,51871.74,25935,September 2023
GCP,Dataogram Digital Solutions Private Limited,7782,1879.76,1879.76,939,September 2023
GCP,Block Armour Private Limited,8022,35757.76,35757.76,17878,September 2023
GCP,Savaari Car Rentals Private Limited,8032,1028893.4,1028893.4,514446,September 2023
GCP,LDS INFOTECH PVT LTD,8069,79948.0,79948.0,37975,September 2023
GCP,Jalongi Retail Private Limited,8140,38544.14,38544.14,19272,September 2023
GCP,KALYAN JEWELLERS INDIA LIMITED,8276,15.6,15.6,7,September 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,164438.63999999998,164438.63999999998,41050,September 2023
GCP,Church Street ESolutions Private Limited,8326,57.16,57.16,28,September 2023
GCP,Raychem Rpg Private Limited,8332,8431.32,8431.32,4215,September 2023
GCP,Clubdiaries Technologies Private Limited,8372,34107.66,34107.66,17053,September 2023
GCP,PEINDIA PAYMENTS PRIVATE LIMITED,8445,42.28,42.28,21,September 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,10501.0,10501.0,5250,September 2023
GCP,Poncho Hospitality Pvt. Ltd.,8496,1114746.06,1114746.06,546225,September 2023
GCP,Treis Solutions LLP,8504,726042.54,726042.54,363021,September 2023
GCP,Staart Buildtech Private Limited,8522,15698.84,15698.84,7849,September 2023
GCP,Hash Connect Integrated Services Private Limited,8523,186.12,186.12,93,September 2023
GCP,Atomberg Technologies Private Limited,8547,32167.06,32167.06,16083,September 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,330673.34,330673.34,165336,September 2023
GCP,Odwen Technologies Private Limited,8575,44733.24,44733.24,22366,September 2023
GCP,QuaQua Experiences Private Limited,8616,177760.4,177760.4,88880,September 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,592325.02,592325.02,296162,September 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,1801773.74,1801773.74,855842,September 2023
GCP,FARMAKO HEALTHCARE PRIVATE LIMITED,8719,16044.28,16044.28,8022,September 2023
GCP,PEPUL TECH PRIVATE LIMITED,8735,0.0,0.0,0,September 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,53484.66,53484.66,26742,September 2023
GCP,Geny Medium Labs Private Limited.,8756,12073.38,12073.38,6036,September 2023
GCP,Retigence Technologies Private Limited,8866,0.0,0.0,0,September 2023
GCP,CleanMax Enviro Energy Solutions Pvt Ltd,8923,39897.38,39897.38,19948,September 2023
GCP,MODAK ANALYTICS LLP,8985,184555.24,184555.24,92277,September 2023
GCP,AquaExchange Agritech private Limited,9003,360142.34,360142.34,180071,September 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,756910.48,756910.48,378455,September 2023
GCP,Aquaconnect,9019,14950.12,14950.12,7475,September 2023
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,516950.96,516950.96,258475,September 2023
GCP,Sail Boat Technologies Private Limited (Zapro),9108,661.62,661.62,330,September 2023
GCP,EasyCloud Software Solutions,9138,57335.98,57335.98,28667,September 2023
GCP,EQL Financial Technologies Private Limited,9319,23130.98,23130.98,11565,September 2023
GCP,RAINMAN CONSULTING PRIVATE LIMITED,9384,13182.7,13182.7,6591,September 2023
GCP,Purple Talk India Private Limited,9,9970.84,9970.84,211644,August 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,832.6,832.6,832,August 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,46992.99,46992.99,49272,August 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,48979.92,48979.92,48979,August 2023
GCP,Navjyoti Commodity Management Services Limited,652,13315.15,13315.15,17115,August 2023
GCP,Sequel Logistics Private Limited,869,643.19,643.19,53416,August 2023
GCP,Xobin Technologies Private Limited,933,104650.76,104650.76,104649,August 2023
GCP,FNP E Retail Private Limited,963,73.33999999498,73.33999999498,3038,August 2023
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,182972.98,182972.98,182972,August 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,41369.86,41369.86,41369,August 2023
GCP,Moonfrog Labs private Limited,2266,138232.98,138232.98,138232,August 2023
GCP,Rotomaker India Private Limited,2325,5120.74,5120.74,5120,August 2023
GCP,VST INDUSTRIES LIMITED,2453,171750.6,171750.6,171750,August 2023
GCP,Regalix India Pvt Ltd,2560,3872.94,3872.94,3872,August 2023
GCP,INFOLOGY,2863,23273.38,23273.38,23272,August 2023
GCP,Prestige Estates Projects Limited,3094,886015.3500000001,886015.3500000001,262483,August 2023
GCP,iDisha info Labs Private Limited,3237,1082.08,1082.08,89866,August 2023
GCP,Medvarsity Online limited,3638,1017718.41,1017718.41,1017718,August 2023
GCP,ALO AGRITECH Private Limited,3648,3911.77,3911.77,3910,August 2023
GCP,AutoRABIT Software Pvt Ltd,3749,471.95,471.95,471,August 2023
GCP,QBurst Technologies Pvt Ltd,3891,42616.24,42616.24,42616,August 2023
GCP,TACTIVE SOFTWARE SYSTEMS PRIVATE LIMITED,4937,10720.66,10720.66,10720,August 2023
GCP,Krypt India Private Limited,5402,911519.77,911519.77,911519,August 2023
GCP,Matex Net Private Limited,6015,197431.07,197431.07,197431,August 2023
GCP,Zeliot Connected Services Private Limited,6180,2580.12,2580.12,2502,August 2023
GCP,FEG India Solutions Private Limited,6261,259283.73,259283.73,259283,August 2023
GCP,DRA aadithya south city projects private limited,6266,2548.17,2548.17,2548,August 2023
GCP,Costbo Services Private  Limited,6267,9532.0,9532.0,9532,August 2023
GCP,THG Publishing Pvt Ltd,6268,148680.9,148680.9,148680,August 2023
GCP,Arunesh Dutta,6284,114.23,114.23,113,August 2023
GCP,"Poorvika Mobiles Private Limited,",6465,858098.3200000001,858098.3200000001,858098,August 2023
GCP,iInterchange Systems Pvt. Ltd,6466,66347.92,66347.92,66347,August 2023
GCP,Gaboli Online Services Pvt Ltd,6627,41891.17,41891.17,41891,August 2023
GCP,42Gears Mobility Systems Private Limited,6628,312107.64,312107.64,4147643,August 2023
GCP,Node Technologies India Private Limited,6647,16.4,16.4,16,August 2023
GCP,Atria Brindavan power Private Limited,6648,57243.54,57243.54,57243,August 2023
GCP,LATENTVIEW ANALYTICS LIMITED,6649,63.57,63.57,63,August 2023
GCP,CaratLane Trading Private LImited,6658,13815.2,13815.2,13815,August 2023
GCP,US Technology Intl Pvt Ltd,6659,511083.21,511083.21,511986,August 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,17153.3,17153.3,17153,August 2023
GCP,BridgeLabz Solutions Private Limited,6698,74479.23,74479.23,74479,August 2023
GCP,GABA PROJECTS PRIVATE LIMITED,6728,20171.1,20171.1,20171,August 2023
GCP,"D&R Business Solutions Private Limited,",6754,5613.07,5613.07,5613,August 2023
GCP,Barbeque Nation Hospitality Limited,6759,1185.11,1185.11,1185,August 2023
GCP,DTDC Express Private Limited,6826,4159520.58,4159520.58,4280146,August 2023
GCP,G.M. Fabrics Private Limited,6868,84319.67,84319.67,80278,August 2023
GCP,Techmash Solutions Private Limited,6873,44753.98,44753.98,86194,August 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,1088.98,1088.98,1088,August 2023
GCP,Mediacred Private Limited,6890,1630.07,1630.07,1630,August 2023
GCP,Sublime,6902,112980.55,112980.55,112980,August 2023
GCP,OSAAT Educational Charitable Trust (India),6925,8252.43,8252.43,8252,August 2023
GCP,Autonom8 Private Limited,6979,3578053.04,3578053.04,1788490,August 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,113542.6,113542.6,1422813,August 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,45901.28,45901.28,45901,August 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,73107.13,73107.13,73107,August 2023
GCP,Technofirm Solutions LLP,7124,291038.08,291038.08,138056,August 2023
GCP,AasaanJobs Private Limited,7138,1058283.45,1058283.45,1005366,August 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,142950.78,142950.78,142950,August 2023
GCP,Inde pay Networks Private Limited,7216,6211.81,6211.81,6211,August 2023
GCP,Vivoiz Healthtech Private Limited,7236,308581.28,308581.28,308581,August 2023
GCP,Mycelium Technologies Private Limited,7250,34600.22,34600.22,34600,August 2023
GCP,TechTree IT Systems Pvt Ltd,7276,2623.13,2623.13,2623,August 2023
GCP,Avyay Solutions India Private Limited,7331,152264.44,152264.44,152264,August 2023
GCP,Datametica Solutions Private Limited,7362,1286907.83,1286907.83,1286907,August 2023
GCP,Scholiverse Educare Private Limited,7372,1281.34,1281.34,1281,August 2023
GCP,Stanplus Technologies Pvt Ltd,7377,1575052.86,1575052.86,1575052,August 2023
GCP,Sigtuple Technologies Private Limited,7528,415866.57,415866.57,415866,August 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,6694.07,6694.07,6694,August 2023
GCP,National Institute of Urban Management,7556,348.43,348.43,348,August 2023
GCP,Greyamp Consulting,7586,82950.43,82950.43,82950,August 2023
GCP,FarziEngineer,7621,313391.02,313391.02,313391,August 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,736783.15,736783.15,699942,August 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,2378.54,2378.54,197445,August 2023
GCP,Siyaram Silk Mills Ltd (Garment Division),7665,147774.57,147774.57,147773,August 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,21137.27,21137.27,21137,August 2023
GCP,Better World Technology Pvt Ltd,7685,185280.3,185280.3,97617,August 2023
GCP,Evergreen Community Private Limited,7711,26779.53,26779.53,26779,August 2023
GCP,Dataogram Digital Solutions Private Limited,7782,891.22,891.22,891,August 2023
GCP,Block Armour Private Limited,8022,18176.42,18176.42,18176,August 2023
GCP,Savaari Car Rentals Private Limited,8032,419923.89,419923.89,419923,August 2023
GCP,LDS INFOTECH PVT LTD,8069,18708.82,18708.82,17773,August 2023
GCP,Jalongi Retail Private Limited,8140,23430.55,23430.55,23430,August 2023
GCP,KALYAN JEWELLERS INDIA LIMITED,8276,7.72,7.72,7,August 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,91906.23999999999,91906.23999999999,45922,August 2023
GCP,Church Street ESolutions Private Limited,8326,28.36,28.36,28,August 2023
GCP,Raychem Rpg Private Limited,8332,26698.63,26698.63,26698,August 2023
GCP,Clubdiaries Technologies Private Limited,8372,24596.1,24596.1,24596,August 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5362.65,5362.65,5362,August 2023
GCP,Poncho Hospitality Pvt. Ltd.,8496,433801.9,433801.9,425125,August 2023
GCP,Treis Solutions LLP,8504,329382.44,329382.44,329382,August 2023
GCP,Staart Buildtech Private Limited,8522,7899.77,7899.77,7899,August 2023
GCP,Hash Connect Integrated Services Private Limited,8523,1.93,1.93,1,August 2023
GCP,Atomberg Technologies Private Limited,8547,16271.56,16271.56,16271,August 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,141145.97,141145.97,141145,August 2023
GCP,QuaQua Experiences Private Limited,8616,89554.8,89554.8,89554,August 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,279914.51,279914.51,279914,August 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,1410165.95,1410165.95,1339657,August 2023
GCP,FARMAKO HEALTHCARE PRIVATE LIMITED,8719,1392.98,1392.98,1392,August 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,27308.24,27308.24,27308,August 2023
GCP,Geny Medium Labs Private Limited.,8756,7373.16,7373.16,7373,August 2023
GCP,Abravic Shipping,8803,198.26,198.26,198,August 2023
GCP,Retigence Technologies Private Limited,8866,0.01,0.01,0,August 2023
GCP,CleanMax Enviro Energy Solutions Pvt Ltd,8923,18760.41,18760.41,18760,August 2023
GCP,MODAK ANALYTICS LLP,8985,91462.5,91462.5,91462,August 2023
GCP,AquaExchange Agritech private Limited,9003,156627.28,156627.28,156627,August 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,368007.29,368007.29,368007,August 2023
GCP,Aquaconnect,9019,7603.94,7603.94,7603,August 2023
GCP,Fonte Fashions India Private Limited.,9044,0.0,0.0,0,August 2023
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,256234.98,256234.98,256234,August 2023
GCP,Sail Boat Technologies Private Limited (Zapro),9108,450.67,450.67,450,August 2023
GCP,EQL Financial Technologies Private Limited,9319,2610.13,2610.13,2610,August 2023
GCP,Datamatics Robotics Software Limited,9325,11724.72,11724.72,11724,August 2023
GCP,RAINMAN CONSULTING PRIVATE LIMITED,9384,241.92,241.92,241,August 2023
GCP,Purple Talk India Private Limited,9,12959.52,12959.52,334608,July 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,834.34,834.34,834,July 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,46793.7,46793.7,49073,July 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,48871.52,48871.52,48871,July 2023
GCP,Navjyoti Commodity Management Services Limited,652,13101.47,13101.47,16901,July 2023
GCP,Sequel Logistics Private Limited,869,1728.79,1728.79,143195,July 2023
GCP,Xobin Technologies Private Limited,933,110973.62,110973.62,110972,July 2023
GCP,FNP E Retail Private Limited,963,32.34000000056,32.34000000056,2672,July 2023
